filename,base_caption,optimized_caption,base_caption_accuracy,confidence,logic_check
"342.jpg","a field with a blue sky and some green grass","一片乡村田野，上方是点缀着大量白云的湛蓝天空，地面分布着不同类型的绿色植被（包含农田与杂草），远处有连绵的山脉、错落的房屋以及电线杆和电线网络，整体呈现出宁静的田园风光",60,高,PASS
"343.jpg","a group of people walking around a small building","一群人在一座具有传统中式风格的红柱灰瓦古亭周围行走，该古亭周围环绕着树木（包括一棵开着粉红色花朵的树和造型松树），场景处于一个历史遗迹公园内，人们穿着休闲服饰，在晴朗天气下参观游览。",60,高,PASS
"344.jpg","a group of people standing in front of a stage","一群人在博物馆内历史主题蜡像展览前站立观赏，展览中有身着近代西式礼服的外国人士蜡像、中式传统官服蜡像及古代侍卫蜡像，背景为仿古宫殿建筑，部分观众正在拍摄。",30,高,PASS
"345.jpg","a display of weapons and artifacts","博物馆展柜内陈列着三件古代武器，从上至下依次摆放着一柄带金属鞘的剑、一把配木质刀柄的弯刃长刀，以及一件带有金属护手的弯曲长柄兵器。所有展品都放置在白色与浅粉色相间的分层展台上，玻璃展柜起到保护作用，每件展品旁还设有说明牌标注其年代（如“清代佩剑”“清代佩刀”）。",40,高,PASS
"346.jpg","a large display of various types of items","一处博物馆内的大型古代青铜礼乐文物组合展示，包含多层结构的青铜编钟及配套文物，文物置于玻璃展柜中，地面铺有红色地毯，周围环绕现代博物馆建筑结构，顶部设有照明设施，前方有参观者。",40,高,PASS
"347.jpg","the forbidden city of huezhou","一座具有传统中式宫殿风格的多层古建筑群矗立在历史文化景区内，建筑主体为红色墙体搭配橙黄色琉璃瓦，带有飞檐翘角的典型古建特征，前方开阔广场上有大量游客参观游览，周围有绿树环绕，在晴朗的白天作为开放景区接待游客，展现出历史遗迹与现代旅游结合的场景。",30,高,PASS
"348.jpg","people walking around the forbidden garden in beijing","People are walking and visiting around the historic imperial palace complex in Beijing, which features traditional Chinese multi-story ancient buildings with red walls, orange-yellow glazed roofs, and ornate decorative patterns. The scene takes place on a sunny day under clear blue skies, with lush green trees surrounding the area and numerous visitors exploring this historical heritage site.",60,高,PASS
"349.jpg","two bowls on display in a glass case","Three ceramic artifacts are displayed side by side in a glass showcase. There are two bowls and one large plate, all featuring pale green glaze and placed on transparent square bases. The central item is identified as "龙泉瓷印花大盘", while the items on both sides are smaller bowls of similar style. All pieces are exhibited under a glass protective case.",33,高,PASS
"350.jpg","the gate to the forbidden garden","a traditional Chinese-style ancient city gate featuring multi-tiered red and green pagoda structures atop gray brick walls with an arched entrance. Lush trees surround the gate, and several visitors pass through the archway under a clear blue sky, revealing this historical monument as a cultural tourism attraction.",30,高,PASS
"351.jpg","a close up of a flower in a garden","一簇淡紫色的绣球花以特写视角呈现于花园中，花朵呈球形花簇，花瓣从外至内由淡紫色渐变为白色，周围环绕着大片带有明显叶脉和锯齿边缘的鲜绿色叶片，整体处于自然生长的花园环境中，光线柔和，营造出宁静自然的园艺氛围。",50,高,PASS
"352.jpg","a large crowd of people","在一个具有拱形钢结构屋顶的大型室内场馆内，聚集着一支由众多人员组成的大型队伍，队员们身着色彩分明的统一服装（主要有黄色、绿色、红色），整齐地分布在各色座椅区域；场馆内悬挂着中国国旗，还设有印有“党旗领航 追求卓越 努力建设中国特色世界一流大学”字样的红色横幅，整体呈现出集体性活动的场景。",30,高,PASS
"353.jpg","a person walking down a sidewalk with a sign","A person stands on concrete steps beside a brick - paved sidewalk at night, next to colorful neon light art displays mounted on a chain - link fence. The neon signs feature red text saying "喜迎二十大" and "70", along with blue and yellow silhouettes depicting people doing sports activities, and phrases like "明德厚学 求是创新" are also visible. The setting is an outdoor area with trees, streetlights, and the overall scene suggests a cultural display area near a university or public space. The person is wearing a black T - shirt, dark pants, and white sneakers, posing near the neon art installations under the nighttime lighting.",60,高,PASS
"354.jpg","a crowd of people","一群人在夜晚的户外场地聚集，围绕华中科技大学2023年青春舞会首场户外活动的舞台，现场有大型金属桁架搭建的舞台设施、彩色灯光设备及电子显示屏，人群密集分布于舞台前方区域，多数人面向舞台方向，现场灯光璀璨、氛围热烈，呈现出参与校园文艺活动的状态。",50,高,PASS
"355.jpg","a basket of books","一个带有透明塑料袋的黑色网格垃圾桶内放置着多本教材，其中最显眼的是一本蓝色封面的《3D工程制图·理论篇》（第五版）工程类教材，周围是室内储物区域，可见梯子、行李箱、清洁用品等杂物，整体处于室内环境中。",30,高,PASS
"356.jpg","a display of planets and their names","这是一个天文主题展示，展示了三颗太阳系行星及其对应的极光现象，每颗行星都置于黄色圆形边框内。从左至右分别是土星（带有标志性环状结构，呈现浅黄色外观）、木星（呈现黄白色带条纹的外观，具有典型的气体巨行星特征）和火星（显示带有紫色极光效果的天体，呈现出棕红色外观）。每个行星上方配有双语标注（英文"Aurora on [Planet]"和中文对应"行星极光"），背景为深蓝色星空风格的宇宙场景，整体布置用于科普太阳系行星的独特天文现象。",40,高,PASS
"357.jpg","a cat sitting on a counter next to a chair","一只棕褐色的虎斑猫安静地坐在白色窗台边缘，窗台位于带有玻璃隔断的区域内，旁边摆放着木质圆凳，窗台附近放着一个装有柠檬片的透明饮品容器，背景可见粉色墙面与卡通图案装饰，整体场景呈现出宠物休闲空间的温馨氛围。",35,高,PASS
"358.jpg","a bottle of liquor sitting on a table","一瓶绿色的Tanqueray伦敦干金酒放置在餐厅的木质餐桌上，周围有盛放食物的托盘、塑料饮品杯及筷子等餐具，背景可见餐饮服务设施和其他用餐者",50,高,PASS
"359.jpg","a large white airplane","一架蓝白相间的宽体客机雕塑矗立在城市商业广场，周围设有玻璃步行天桥、多层喷泉，背景为历史风格建筑与现代高层建筑，有多位行人穿梭其中。",50,高,PASS
"360.jpg","a diagram of the different types of the internet","这是一个大学课程分类示意图，以多层彩色矩形框呈现课程体系，按"第一至第六学期"分为六层结构。从上到下依次为：第一学期（蓝色框，包含线性代数、微积分(一)、程序设计基础、物理、经济学五门课程）、第二学期（橙色框，包含认知科学导论、微积分(二)、高等数学、高级程序设计、数字系统统计基础五门课程）、第三学期（灰色框，包含概率论与数理统计、最优化方法导论、数据结构与算法、人工智能导论四门课程）、第四学期（绿色框，包含机器学习导论、操作系统、计算方法、数理逻辑、数据库概论五门课程）、第五和第六学期（黄色及其他颜色框，包含神经科学导论、深度学习平台与应用、数字信号处理、数据挖掘、数学建模、模式识别与计算机视觉、自然语言处理、多智能体系统与强化学习、计算生物学等课程）。不同颜色代表不同学科领域，各学期课程通过布局体现课程的前后关联与学科体系结构，底部清晰标注了学期分组，整体为教育领域的课程体系可视化呈现。",0,LOW,FAIL
"361.jpg","a brown paper bag with a red and white design","一只带有提手的棕色牛皮纸购物袋，袋身印有必胜客品牌标识（红色圆形内含“Pizza Hut”字样及披萨相关图案）、披萨元素插画，并配有宣传文字，袋身左右两侧各有一个小型标签，放置在室内桌面上。",60,高,PASS
"362.jpg","a little girl laying on a bed with a pink blanket","A young girl is curled up sleeping on a bed with a light pink blanket, wearing a pink patterned onesie, black pants, and purple socks. The bed is adorned with multiple decorative pillows, including one with a gray chevron design and another with floral patterns, creating a cozy bedroom environment.",60,高,PASS
"363.jpg","a young girl playing pool","两个孩子在室内台球厅的绿色台球桌上玩台球，右侧穿粉色带图案羽绒服的小女孩手持球杆，左侧穿蓝色内搭黑色马甲的小男孩正操作母球，周围分布着休闲座椅与其他顾客，整个场景呈现公共休闲娱乐的氛围。",40,高,PASS
"364.jpg","a man standing at a podium in front of a blackboard","调用GLM失败",0,"GLM_FAIL","FAIL"
"365.jpg","a building with a sign that says the building is a glass building","一处由圆形主楼与矩形附属建筑组成的现代玻璃幕墙建筑，建筑正面设有“北京大学(青岛)计算社会科学研究院”标识，前方是大片草地，后方及左侧分布着其他玻璃材质的高层建筑，天空晴朗，光线充足。",40,高,PASS
"366.jpg","a bird is flying over a tree with pink flowers","一棵开满粉白色花朵的繁茂树木矗立在晴朗蓝天下，树上花朵密集，呈现淡紫色至白色的渐变色彩，树叶翠绿，展现出春日自然环境的清新美感。",33,高,PASS
"367.jpg","a man is sitting on a train looking out the window","A person sits on a train during the evening, looking out the window at a beautiful sunset scene featuring an orange-pink sky, power lines, and a tall electrical tower. Inside the carriage, seats and advertising materials are visible.",50,高,PASS
